"nid","title","body","body_format","body_summary","sinopsis","image_fid","archivo_fid"
"2829","Reabrirá Galería Jorge Martínez del CUAAD con la exposición “(Re) Inventa”","NULL","NULL","NULL","Se trata de obra de estudiantes de Artes Visuales para la Expresión Fotográfica, participantes del proyecto Index","10432","NULL"
"2829","Reabrirá Galería Jorge Martínez del CUAAD con la exposición “(Re) Inventa”","NULL","NULL","NULL","Se trata de obra de estudiantes de Artes Visuales para la Expresión Fotográfica, participantes del proyecto Index","10433","NULL"
"2829","Reabrirá Galería Jorge Martínez del CUAAD con la exposición “(Re) Inventa”","NULL","NULL","NULL","Se trata de obra de estudiantes de Artes Visuales para la Expresión Fotográfica, participantes del proyecto Index","10434","NULL"
"2829","Reabrirá Galería Jorge Martínez del CUAAD con la exposición “(Re) Inventa”","NULL","NULL","NULL","Se trata de obra de estudiantes de Artes Visuales para la Expresión Fotográfica, participantes del proyecto Index","10435","NULL"
"2829","Reabrirá Galería Jorge Martínez del CUAAD con la exposición “(Re) Inventa”","NULL","NULL","NULL","Se trata de obra de estudiantes de Artes Visuales para la Expresión Fotográfica, participantes del proyecto Index","10436","NULL"
"2830","Participa CUAAD en la creación de una guía para planes nacionales de vacunación contra COVID-19","NULL","NULL","NULL","El documento pretende apoyar, desde lo ergonómico, la implementación masiva de programas de vacunación nacionales COVID-19; será presentado en línea","10438","NULL"
"2831","UdeG regresará a clases semipresenciales el próximo 1 de junio","NULL","NULL","NULL","Se dará prioridad a clases prácticas y la regularización académica de los estudiantes con rezago, de los de primer ingreso y último semestre","10446","NULL"
"2831","UdeG regresará a clases semipresenciales el próximo 1 de junio","NULL","NULL","NULL","Se dará prioridad a clases prácticas y la regularización académica de los estudiantes con rezago, de los de primer ingreso y último semestre","10447","NULL"
"2831","UdeG regresará a clases semipresenciales el próximo 1 de junio","NULL","NULL","NULL","Se dará prioridad a clases prácticas y la regularización académica de los estudiantes con rezago, de los de primer ingreso y último semestre","10448","NULL"
"2831","UdeG regresará a clases semipresenciales el próximo 1 de junio","NULL","NULL","NULL","Se dará prioridad a clases prácticas y la regularización académica de los estudiantes con rezago, de los de primer ingreso y último semestre","10449","NULL"
"2831","UdeG regresará a clases semipresenciales el próximo 1 de junio","NULL","NULL","NULL","Se dará prioridad a clases prácticas y la regularización académica de los estudiantes con rezago, de los de primer ingreso y último semestre","10450","NULL"
"2831","UdeG regresará a clases semipresenciales el próximo 1 de junio","NULL","NULL","NULL","Se dará prioridad a clases prácticas y la regularización académica de los estudiantes con rezago, de los de primer ingreso y último semestre","10451","NULL"
"2836","Inauguran actividades académicas presenciales con “Retorno Festivo” en la sede Artes del CUAAD”","NULL","NULL","NULL","El retorno a clases presenciales en la Universidad de Guadalajara dio inicio el 1 de junio","10462","NULL"
"2836","Inauguran actividades académicas presenciales con “Retorno Festivo” en la sede Artes del CUAAD”","NULL","NULL","NULL","El retorno a clases presenciales en la Universidad de Guadalajara dio inicio el 1 de junio","10463","NULL"
"2836","Inauguran actividades académicas presenciales con “Retorno Festivo” en la sede Artes del CUAAD”","NULL","NULL","NULL","El retorno a clases presenciales en la Universidad de Guadalajara dio inicio el 1 de junio","10464","NULL"
"2836","Inauguran actividades académicas presenciales con “Retorno Festivo” en la sede Artes del CUAAD”","NULL","NULL","NULL","El retorno a clases presenciales en la Universidad de Guadalajara dio inicio el 1 de junio","10466","NULL"
"2836","Inauguran actividades académicas presenciales con “Retorno Festivo” en la sede Artes del CUAAD”","NULL","NULL","NULL","El retorno a clases presenciales en la Universidad de Guadalajara dio inicio el 1 de junio","10467","NULL"
"2836","Inauguran actividades académicas presenciales con “Retorno Festivo” en la sede Artes del CUAAD”","NULL","NULL","NULL","El retorno a clases presenciales en la Universidad de Guadalajara dio inicio el 1 de junio","10468","NULL"
"2837","Regresan a clases presenciales para materias prácticas en campus de la UdeG","NULL","NULL","NULL","Trabajan en horarios escalonados para evitar aglomeraciones, con aforos que no rebasen 50 por ciento, filtros de vigilancia y sanitización de espacios","10475","NULL"
"2837","Regresan a clases presenciales para materias prácticas en campus de la UdeG","NULL","NULL","NULL","Trabajan en horarios escalonados para evitar aglomeraciones, con aforos que no rebasen 50 por ciento, filtros de vigilancia y sanitización de espacios","10476","NULL"
"2837","Regresan a clases presenciales para materias prácticas en campus de la UdeG","NULL","NULL","NULL","Trabajan en horarios escalonados para evitar aglomeraciones, con aforos que no rebasen 50 por ciento, filtros de vigilancia y sanitización de espacios","10477","NULL"
"2838","Académico del CUAAD y SEMS crea el libro ilustrado “Dioses del Jalisco antiguo”","NULL","NULL","NULL","Arqueólogo Erick González Rizo busca difundir las cosmovisiones de las antiguas culturas prehispánicas","10469","NULL"
"2838","Académico del CUAAD y SEMS crea el libro ilustrado “Dioses del Jalisco antiguo”","NULL","NULL","NULL","Arqueólogo Erick González Rizo busca difundir las cosmovisiones de las antiguas culturas prehispánicas","10470","NULL"
"2838","Académico del CUAAD y SEMS crea el libro ilustrado “Dioses del Jalisco antiguo”","NULL","NULL","NULL","Arqueólogo Erick González Rizo busca difundir las cosmovisiones de las antiguas culturas prehispánicas","10471","NULL"
"2839","Gobierno de Nueva York financia película “La Malinche, una identidad rota”, creada por académico del CUAAD","NULL","NULL","NULL","El filme será estrenado este jueves 3 de junio, a través del YouTube del Teatro Lucille Lortel","10478","NULL"
"2839","Gobierno de Nueva York financia película “La Malinche, una identidad rota”, creada por académico del CUAAD","NULL","NULL","NULL","El filme será estrenado este jueves 3 de junio, a través del YouTube del Teatro Lucille Lortel","10479","NULL"
"2839","Gobierno de Nueva York financia película “La Malinche, una identidad rota”, creada por académico del CUAAD","NULL","NULL","NULL","El filme será estrenado este jueves 3 de junio, a través del YouTube del Teatro Lucille Lortel","10480","NULL"
"2840","Orquesta de Cámara Higinio Ruvalcaba se presentará al aire libre en Ágora Jenkins","NULL","NULL","NULL","CSAE invita a la próxima edición de “Música Picnic”, el sábado 5 de junio","10481","NULL"
"2840","Orquesta de Cámara Higinio Ruvalcaba se presentará al aire libre en Ágora Jenkins","NULL","NULL","NULL","CSAE invita a la próxima edición de “Música Picnic”, el sábado 5 de junio","10482","NULL"
"2840","Orquesta de Cámara Higinio Ruvalcaba se presentará al aire libre en Ágora Jenkins","NULL","NULL","NULL","CSAE invita a la próxima edición de “Música Picnic”, el sábado 5 de junio","10483","NULL"
"2841","“Ecos”, cortometraje de egresados UdeG nominado al Ariel y a la Shortlist GSA BAFTA Student Awards","NULL","NULL","NULL","Participan casi 700 filmes del mundo","10484","NULL"
"2841","“Ecos”, cortometraje de egresados UdeG nominado al Ariel y a la Shortlist GSA BAFTA Student Awards","NULL","NULL","NULL","Participan casi 700 filmes del mundo","10485","NULL"
"2841","“Ecos”, cortometraje de egresados UdeG nominado al Ariel y a la Shortlist GSA BAFTA Student Awards","NULL","NULL","NULL","Participan casi 700 filmes del mundo","10486","NULL"
"2843","UdeG se sitúa en lugar 43 de las mejores universidades de Latinoamérica","NULL","NULL","NULL","QS Ranking 2021 ubica a esta Casa de Estudio entre las mejores mil universidades del mundo","10502","NULL"
"2844","Antonio Saga, estudiante de la UdeG, ganador del “Modapremio by Epson” 2021","NULL","NULL","NULL","Los premiados recibieron mentorías a la distancia de importantes diseñadores y de un instituto italiano","10503","NULL"
"2844","Antonio Saga, estudiante de la UdeG, ganador del “Modapremio by Epson” 2021","NULL","NULL","NULL","Los premiados recibieron mentorías a la distancia de importantes diseñadores y de un instituto italiano","10504","NULL"
"2844","Antonio Saga, estudiante de la UdeG, ganador del “Modapremio by Epson” 2021","NULL","NULL","NULL","Los premiados recibieron mentorías a la distancia de importantes diseñadores y de un instituto italiano","10505","NULL"
"2844","Antonio Saga, estudiante de la UdeG, ganador del “Modapremio by Epson” 2021","NULL","NULL","NULL","Los premiados recibieron mentorías a la distancia de importantes diseñadores y de un instituto italiano","10506","NULL"
"2847","CGU aprueba reformas históricas para erradicar violencia de género y contar con mayor transparencia en la UdeG","NULL","NULL","NULL","Avala diversas normativas en materia de género, recursos públicos, código de ética y derechos universitarios","10515","NULL"
"2847","CGU aprueba reformas históricas para erradicar violencia de género y contar con mayor transparencia en la UdeG","NULL","NULL","NULL","Avala diversas normativas en materia de género, recursos públicos, código de ética y derechos universitarios","10516","NULL"
"2847","CGU aprueba reformas históricas para erradicar violencia de género y contar con mayor transparencia en la UdeG","NULL","NULL","NULL","Avala diversas normativas en materia de género, recursos públicos, código de ética y derechos universitarios","10517","NULL"
"2847","CGU aprueba reformas históricas para erradicar violencia de género y contar con mayor transparencia en la UdeG","NULL","NULL","NULL","Avala diversas normativas en materia de género, recursos públicos, código de ética y derechos universitarios","10518","NULL"
"2847","CGU aprueba reformas históricas para erradicar violencia de género y contar con mayor transparencia en la UdeG","NULL","NULL","NULL","Avala diversas normativas en materia de género, recursos públicos, código de ética y derechos universitarios","10519","NULL"
"2847","CGU aprueba reformas históricas para erradicar violencia de género y contar con mayor transparencia en la UdeG","NULL","NULL","NULL","Avala diversas normativas en materia de género, recursos públicos, código de ética y derechos universitarios","10520","NULL"
"2847","CGU aprueba reformas históricas para erradicar violencia de género y contar con mayor transparencia en la UdeG","NULL","NULL","NULL","Avala diversas normativas en materia de género, recursos públicos, código de ética y derechos universitarios","10521","NULL"
"2848","CUAAD, referente en migración digital e informática para enseñanza y difusión artística","NULL","NULL","NULL","El Rector Francisco Javier González Madariaga rinde su segundo Informe de actividades","10522","NULL"
"2848","CUAAD, referente en migración digital e informática para enseñanza y difusión artística","NULL","NULL","NULL","El Rector Francisco Javier González Madariaga rinde su segundo Informe de actividades","10523","NULL"
"2848","CUAAD, referente en migración digital e informática para enseñanza y difusión artística","NULL","NULL","NULL","El Rector Francisco Javier González Madariaga rinde su segundo Informe de actividades","10524","NULL"
"2848","CUAAD, referente en migración digital e informática para enseñanza y difusión artística","NULL","NULL","NULL","El Rector Francisco Javier González Madariaga rinde su segundo Informe de actividades","10525","NULL"
"2849","Gana egresada de UdeG primera edición de Premio Jazz Joven","NULL","NULL","NULL","La convocatoria recibió 77 propuestas de todas partes del país","10531","NULL"
"2849","Gana egresada de UdeG primera edición de Premio Jazz Joven","NULL","NULL","NULL","La convocatoria recibió 77 propuestas de todas partes del país","10532","NULL"
"2849","Gana egresada de UdeG primera edición de Premio Jazz Joven","NULL","NULL","NULL","La convocatoria recibió 77 propuestas de todas partes del país","10534","NULL"
"2850","Convoca UdeG a 91.90 por ciento de aspirantes en examen de admisión para ciclo 2021-B","NULL","NULL","NULL","Realizan jornada de aplicación de la PAA en 13 centros universitarios con aforos reducidos y medidas sanitarias","10535","NULL"
"2850","Convoca UdeG a 91.90 por ciento de aspirantes en examen de admisión para ciclo 2021-B","NULL","NULL","NULL","Realizan jornada de aplicación de la PAA en 13 centros universitarios con aforos reducidos y medidas sanitarias","10536","NULL"
"2850","Convoca UdeG a 91.90 por ciento de aspirantes en examen de admisión para ciclo 2021-B","NULL","NULL","NULL","Realizan jornada de aplicación de la PAA en 13 centros universitarios con aforos reducidos y medidas sanitarias","10537","NULL"
"2850","Convoca UdeG a 91.90 por ciento de aspirantes en examen de admisión para ciclo 2021-B","NULL","NULL","NULL","Realizan jornada de aplicación de la PAA en 13 centros universitarios con aforos reducidos y medidas sanitarias","10538","NULL"
